#id,rmsid,name,type,ra,dec,flux8,flux12,flux14,flux21,jmag,hmag,kmag,vlsr,rgc,kds,d,blank,firlum,firflux,blank2,GAL_LONG,GAL_LAT
120,2777,G019.6085-00.2357,HII region,27:38.3,-11:56:41.2,10.59,47.931,82.34,208.52,16.2,13.9,12,42.4,5.4,f,12.6,-999,1.50E+06,MIPS/IGA,,19.60864399,-0.235883195
121,2778,G019.6106-00.2531,Diffuse HII region,27:42.3,-11:57:03.9,0.948,1.169,1.11,4.97,-999,-999,-999,42.4,5.4,f,12.6,-999,6.90E+04,MIPS/IGA,,19.61060938,-0.253178221
122,2772,G019.7268-00.1132,HII region,27:25.4,-11:46:57.1,1.13,1.327,1.25,5.23,-999,-999,-999,59.9,4.7,f,11.7,-999,3.40E+04,MIPS/IGA,,19.72774742,-0.113755749
123,2744,G019.7403+00.2799,Diffuse HII region,26:01.5,-11:35:16.4,1.604,2.869,2.67,5.59,-999,-999,-999,19.9,6.7,f,14.1,-999,7.30E+04,MIPS/IGA,,19.74046105,0.2798405
124,2774,G019.7540-00.1279,HII region,27:31.6,-11:45:55.1,2.489,9.144,16.57,51.92,16,13.7,11.9,123.2,3.1,t,8.0,-999,4.40E+04,MIPS/IGA,,19.75479782,-0.128198447
125,4888,G019.8817-00.5347,YSO,29:14.7,-11:50:23.6,0.613,-0.491,0.73,3.43,-999,-999,-999,44.1,5.3,n,12.6,-999,1.10E+05,MIPS/IGA,,19.88409627,-0.535135495
126,2757,G019.8922+00.1023,YSO,26:57.4,-11:32:09.6,5.34,8.691,12.57,21.43,-999,-999,-999,45.7,5.3,-999,12.6,-999,8.20E+04,MIPS/IGA,,19.89271289,0.10217688
127,2788,G019.9224-00.2577,YSO,28:19.0,-11:40:36.7,0.952,2.333,4.15,5.5,17,15,13.3,66.2,4.5,n,4.6,-999,3.20E+03,MIPS/IGA,,19.92294596,-0.258130583
128,2785,G019.9386-00.2079,YSO,28:10.0,-11:38:21.8,0.969,1.424,1.42,2.96,15.5,13.9,11.3,66.2,4.5,n,4.6,-999,2.40E+03,MIPS/IGA,,19.93918961,-0.208449155
129,2786,G020.0801-00.1360,HII region,28:10.5,-11:28:49.0,1.353,3.478,5.98,23.38,-999,-999,-999,41.2,5.5,f,12.6,-999,2.20E+05,MIPS/IGA,,20.08092262,-0.13611896
130,4885,G020.5143+00.4936,YSO,26:43.5,-10:48:18.5,0.186,0.454,0.59,3.3,-999,-999,-999,25.4,6.4,?,2.3,-999,360/1.3e+04,MIPS/IGA,,20.51301813,0.492830631
131,2796,G020.7121-00.0754,Diffuse HII region,29:09.1,-10:53:35.1,1.199,2.081,2.26,6.13,15.3,13.7,13.3,59.5,4.8,f,11.7,-999,3.30E+04,MIPS/IGA,,20.71220962,-0.075555685
132,2806,G020.7438-00.0952,HII region??,29:17.0,-10:52:27.1,0.679,1.527,1.08,4.43,14.7,13.3,12.7,59.5,4.8,f,11.7,-999,9.00E+04,MIPS/IGA,,20.74388486,-0.095314976
133,2804,G020.7491-00.0898,HII region,29:16.4,-10:52:01.2,1.131,2.233,2.29,6.45,12.3,11,10.4,59.5,4.8,f,11.7,-999,8.90E+04,MIPS/IGA,,20.7491757,-0.089910613
134,2799,G020.7617-00.0638A,HII region,29:12.2,-10:50:37.6,4.019,7.862,11.68,24.22,-999,-999,-999,59.5,4.8,f,11.7,-999,2.40E+04,MIPS/IGA,,20.76177105,-0.063910289
135,2799,G020.7617-00.0638B,YSO,29:12.1,-10:50:36.2,4.019,7.862,11.68,24.22,-999,-999,-999,59.5,4.8,f,11.7,-999,2.40E+04,MIPS/IGA,,20.7619636,-0.063439825
136,2799,G020.7617-00.0638C,YSO,29:12.3,-10:50:34.0,4.019,7.862,11.68,24.22,12.4,10.8,9.8,59.5,4.8,f,11.7,-999,2.80E+04,MIPS/IGA,,20.76277079,-0.063663725
137,2822,G021.3570-00.1795A,HII region,30:43.9,-10:22:06.6,4.656,6.408,10.07,20.89,17,14.1,12.4,91.3,3.9,n,5.5,-999,1.10E+04,MIPS/IGA,,21.35704369,-0.176491712
138,2822,G021.3570-00.1795B,YSO?,30:45.0,-10:22:12.6,4.656,6.408,10.07,20.89,-999,-999,-999,91.3,3.9,n,5.5,-999,8.20E+03,MIPS/IGA,,21.35752095,-0.181005214
139,2826,G021.3853-00.2537,HII region,31:04.0,-10:22:44.9,1.397,4.512,8.06,28.98,15.2,13.8,13,91.3,3.9,n,5.5,-999,3.20E+04,MIPS/IGA,,21.38565071,-0.254258958
140,2821,G021.5624-00.0329,YSO?,30:36.1,-10:07:11.0,5.778,11.441,17.38,17.17,-999,-999,-999,103.7,3.7,t,7.9,-999,1.60E+04,MIPS/IGA,,21.5626222,-0.032732676
141,2825,G021.8732+00.0076,HII region,31:02.4,-09:49:32.5,3.5,8.145,10.7,25.41,15.3,14,12.8,22,6.7,f,13.8,-999,2.30E+05,MIPS/IGA,,21.87326626,0.007609996
142,2837,G022.3554+00.0655,YSO,31:44.1,-09:22:18.5,1.378,2.169,1.51,6.3,-999,-999,-999,84.9,4.2,n,5.2,-999,1.70E+04,MIPS/IGA,,22.3549037,0.065713687
143,2859,G022.7601-00.2452,Diffuse HII region,33:36.7,-09:09:21.2,1.271,3.614,8.79,34.16,12.5,10.7,9.8,105.8,3.7,n,6.1,-999,1.50E+04,MIPS/IGA,,22.76022058,-0.245274563
144,2861,G022.8274-00.2515,HII region?,33:45.6,-09:05:56.7,0.244,0.58,0.93,4.51,14.6,12.6,11.6,-999,-999,-999,-999.0,-999,-999,MSX,,22.82756732,-0.251677228
145,2889,G023.1563-00.3216,HII region?,34:37.5,-08:50:22.5,0.97,1.462,2.18,7.02,16.7,13.9,12.3,74.3,4.5,n,3.2,-999,2.80E+03,MIPS/IGA,,23.15636864,-0.321768075
146,4890,G023.2171+00.1761,HII region,32:57.1,-08:33:22.4,0.237,0.818,0.72,3.2,14.7,12.6,11.4,78.2,4.4,n,3.2,-999,850,MIPS/IGA,,23.21704293,0.176009796
147,2887,G023.2426-00.2398,HII region?,34:29.7,-08:43:31.2,0.848,1.368,2.45,7.28,14.8,12,10.1,62,4.9,n,4.2,-999,4.20E+03,MIPS/IGA,,23.24288632,-0.240448759
148,2850,G023.2637+00.0744,HII region,33:23.9,-08:33:34.6,1.353,1.508,1.53,7.86,-999,-999,-999,78.2,4.4,n,3.2,-999,6.10E+03,MIPS/IGA,,23.26501049,0.076445595
149,2856,G023.2643+00.0342,HII region,33:32.9,-08:34:46.9,0.475,0.807,1.12,4.12,15.4,14.6,12.1,80.3,4.4,n,3.2,-999,1.90E+03,MIPS/IGA,,23.26431524,0.034244419
150,2844,G023.3891+00.1851,YSO,33:14.3,-08:23:57.4,23.468,38.996,50.99,54.71,15.8,11.6,8.4,78.2,4.4,n,3.2,-999,2.10E+04,MIPS/IGA,,23.38906442,0.185408565
151,2893,G023.4017-00.2169,Diffuse HII region,34:42.4,-08:34:24.6,0.846,1.555,1.32,2.98,14.2,13.7,12.9,103.6,3.8,-999,6.0,-999,3.5e+03/8.9e+03,MSX,,23.40178951,-0.217017889
152,2900,G023.4394-00.2394,HII region?,34:51.3,-08:32:55.0,2.925,5.019,5.14,11.46,15.7,13.6,12.3,101.1,3.9,n,5.6,-999,2.00E+04,MIPS/IGA,,23.44080789,-0.238179108
153,2871,G023.5852+00.0287,HII region,34:10.0,-08:17:51.0,1.805,3.136,3.21,9.34,16.8,14.3,12.6,105.3,3.8,n,5.6,-999,1.10E+04,MIPS/IGA,,23.58522636,0.028664491
154,2901,G023.6566-00.1273,YSO,34:51.6,-08:18:21.6,8.518,17.271,30.45,43.87,13.6,12.4,9.9,81.1,4.4,n,3.2,-999,6.20E+03,MIPS/IGA,,23.65662184,-0.127337081
155,2864,G023.7097+00.1701,HII region,33:53.4,-08:07:20.6,5.749,17.591,21.99,75.92,-999,-999,-999,114.3,3.6,t,5.6,-999,6.80E+04,MIPS/IGA,,23.70906818,0.170134019
156,2846,G023.8176+00.3841,YSO,33:19.5,-07:55:37.8,1.27,2.243,3.65,5.9,15.2,13.7,13,78.2,4.5,n,3.2,-999,1.90E+03,MIPS/IGA,,23.81786389,0.384124853
157,2888,G023.8983+00.0648,HII region,34:37.2,-08:00:12.4,1.623,2.732,3.31,8.43,-999,-999,-999,38.6,5.9,n,2.9,-999,7.10E+03,MIPS/IGA,,23.89786225,0.064654495
158,2880,G023.9548+00.1494,HII region,34:25.5,-07:54:47.7,25.141,61.316,70.25,303.03,14.6,12.6,10.7,79.8,4.4,n,3.2,-999,7.80E+04,MIPS/IGA,,23.9556741,0.149057369
159,2858,G024.0946+00.4565A,HII region,33:34.9,-07:38:53.5,1.529,2.058,1.55,3.11,-999,-999,-999,94.7,4.1,n,5.6,-999,3.20E+03,MIPS/IGA,,24.09468137,0.456464191
160,2858,G024.0946+00.4565B,YSO,33:34.7,-07:38:49.0,1.529,2.058,1.55,3.11,15.7,12.7,10.7,94.7,4.1,n,5.6,-999,1.40E+03,MIPS/IGA,,24.09531443,0.45795671
161,2897,G024.1546+00.1627,HII region,34:44.6,-07:43:51.3,2.142,2.851,2.14,4.67,-999,-999,-999,113.4,3.7,t,5.6,-999,6.20E+03,MIPS/IGA,,24.15384868,0.163031423
162,2902,G024.1838+00.1198,HII region,34:57.1,-07:43:26.2,0.509,-0.636,1.14,6.68,-999,-999,-999,114.3,3.7,t,5.6,-999,7.40E+03,MIPS/IGA,,24.18389934,0.120246424
163,4332,G024.2138-00.0439,Diffuse HII region,35:35.8,-07:46:22.4,0.083,1.525,2.22,5.08,15.7,14.2,13.4,52.6,5.4,n,3.7,-999,6.70E+03,MIPS/IGA,,24.21391351,-0.04398172
164,2917,G024.2216-00.0428,Diffuse HII region,35:36.4,-07:45:55.8,1.043,2.106,1.44,3.28,-999,-999,-999,89.6,4.2,n,5.4,-999,6.10E+03,MIPS/IGA,,24.22167054,-0.042891307
165,2951,G024.5076-00.2222,HII region,36:46.9,-07:35:38.4,6.86,13.754,15.19,49.7,14.1,12.5,11,100.2,4,n,7.7,-999,7.50E+04,MIPS/IGA,,24.5077083,-0.222331989
166,2967,G024.6343-00.3233,YSO,37:22.7,-07:31:41.5,4.502,6.702,8.78,13.47,15.8,13.3,10,43.7,5.8,n,3.3,-999,5.70E+03,MIPS/IGA,,24.63410553,-0.323485993
167,2979,G024.6691-00.4595,HII region,37:55.8,-07:33:34.2,0.457,0.705,1,5.53,12.9,11.5,10.8,61.6,5.1,f,11.3,-999,2.70E+04,MIPS/IGA,,24.6691738,-0.459542266
168,2953,G024.7115-00.1258,Diffuse HII region,36:48.8,-07:22:06.9,2.002,6.841,8.45,21.04,17.8,14.4,12.9,110.4,3.8,t,7.7,-999,5.60E+04,MIPS/IGA,,24.71160183,-0.125870979
169,2920,G024.7320+00.1530,YSO,35:50.9,-07:13:27.2,1.169,1.523,1.74,5.44,-999,-999,-999,110.4,3.8,n,7.7,-999,1.30E+04,MIPS/IGA,,24.72978933,0.153005531
170,2922,G024.7357+00.0859,HII region?,36:06.0,-07:14:59.2,0.671,0.998,1.41,3.35,17.4,15.1,13.9,-999,-999,-999,-999.0,-999,-999,MSX,,24.73578346,0.085866224
171,2964,G024.7462-00.2070,Diffuse HII region,37:10.1,-07:22:30.3,0.868,3.262,5.48,24.42,15.8,14.8,12.8,47.1,5.6,n,3.3,-999,8.40E+03,MIPS/IGA,,24.74628316,-0.207072166
172,2938,G024.7891+00.0846,HII/YSO,36:12.5,-07:12:10.1,0.407,0.434,0.71,6.43,-999,-999,-999,-999,-999,-999,7.7,-999,1.20E+04,MSX,,24.78981195,0.083679274
173,2935,G024.7989+00.0969,HII region,36:10.7,-07:11:18.6,4.799,8.136,8.56,16.12,13.1,10,8.7,110.4,3.8,t,7.7,-999,6.50E+04,MIPS/IGA,,24.79909423,0.096864715
174,2916,G025.3058+00.5308,HII region,35:33.9,-06:32:22.7,1.964,3.007,2.22,7.67,-999,-999,-999,12.8,7.6,-999,1.1,,472/8.7e+04,IRAS,,25.30529913,0.530366161
175,2970,G025.3953+00.0336A,HII region,37:30.5,-06:41:19.3,2.287,4.777,7.14,17,-999,-999,-999,110,3.9,t,7.7,-999,4.70E+04,MIPS/IGA,,25.39480734,0.033105367
176,2970,G025.3953+00.0336B,YSO,37:30.3,-06:41:17.8,2.287,4.777,7.14,17,-999,-999,-999,110,3.9,t,7.7,-999,3.70E+04,MIPS/IGA,,25.39470243,0.034215752
177,2988,G025.3977-00.1406,HII region,38:08.2,-06:45:56.8,12.514,38.863,62.48,235.88,17.4,15.5,12.1,95.6,4.2,n,5.6,-999,2.40E+05,MSX,,25.39784029,-0.140689619
178,2918,G025.3981+00.5617,HII region,35:37.5,-06:26:33.3,0.971,1.535,2.4,11.87,-999,-999,-999,9.7,7.8,fhii?,14.6,-999,1.40E+05,MIPS/IGA,,25.39839263,0.56167128
179,2975,G025.4018+00.0198B,HII region,37:33.7,-06:41:18.7,1.175,1.694,1.96,3.73,-999,-999,-999,110,3.9,t,7.7,-999,1.60E+03,MIPS/IGA,,25.40099792,0.021491353
180,2966,G025.4118+00.1052,Young/old star?,37:16.9,-06:38:29.8,2.327,3.456,4.7,8.43,17.2,15.7,12.9,95.6,4.2,n,5.6,-999,9.20E+03,MIPS/IGA,,25.41072833,0.104835462
181,2996,G025.4608-00.2098,HII region,38:30.1,-06:44:29.4,3.086,3.503,3.32,12.87,15.9,14.8,14.1,118.1,3.7,t,7.7,-999,7.80E+04,IRAS,,25.46093117,-0.209956604
182,3003,G025.4948-00.2990A,YSO,38:52.9,-06:45:07.8,1.571,2.523,3.14,8.29,15.9,14.8,11.5,94.2,4.2,-999,5.6,-999,5.70E+03,MIPS/IGA,,25.49468429,-0.298609609
183,3003,G025.4948-00.2990B,HII region,38:52.9,-06:45:04.9,1.571,2.523,3.14,8.29,-999,-999,-999,94.2,4.2,-999,5.6,-999,4.70E+03,MIPS/IGA,,25.49557093,-0.298571153
184,2879,G025.6498+01.0491,YSO,34:20.9,-05:59:42.5,19.474,15.611,26.34,69.72,17.7,15.8,12.2,43.7,5.8,nz,3.1,-999,2.10E+04,MIPS/IGA,,25.64952354,1.049478167
185,2982,G025.7161+00.0486,HII region,38:02.8,-06:23:47.3,2.254,4.333,7.21,34.38,15.9,13.6,11.6,100.7,4.1,f,9.4,-999,7.30E+04,MIPS/IGA,,25.71570366,0.048649317
186,2974,G025.7647+00.2087,HII region,37:33.9,-06:16:45.4,0.308,2.962,1.38,8.57,15,13.7,12.9,100.7,4.1,f,9.4,-999,1.40E+04,MIPS/IGA,,25.76490228,0.208735549
187,3006,G025.8015-00.1570,HII region,38:56.4,-06:24:52.7,2.256,8.548,18.27,68.66,15.1,13.1,10.7,93.9,4.2,n,5.6,-999,2.80E+04,MIPS/IGA,,25.80131736,-0.156782348
188,2960,G026.0552+00.5421,HII region,36:54.6,-05:52:03.0,0.455,0.625,1.17,2.91,16.1,13.5,12.1,46.3,5.7,n,3.3,-999,1.80E+03,MIPS/IGA,,26.05585208,0.542602755
189,3011,G026.1094-00.0944,HII region,39:16.9,-06:06:42.4,0.578,1.012,1.47,4.93,-999,-999,-999,25.3,6.8,?,2.0,-999,1.9e+03/8.7e+04,MIPS/IGA,,26.10949497,-0.093566527
190,2994,G026.2020+00.2262,YSO?,38:18.5,-05:52:57.4,2.46,3.774,4.68,5.96,14.2,10.6,8.3,113.4,3.9,t,7.6,-999,3.10E+04,MIPS/IGA,,26.20213641,0.226620444
191,2881,G026.3819+01.4057,YSO,34:25.7,-05:10:50.2,5.85,10.693,19.05,54.98,13.1,10.8,9.1,42.1,5.9,nz,2.3,-999,1.40E+04,MIPS/IGA,,26.38190039,1.406858537
192,2853,G026.4207+01.6858,YSO,33:30.6,-05:01:02.0,11.523,23.379,34.52,80.71,14.5,12.8,10,42.2,5.9,nz,2.3,-999,1.20E+04,MIPS/IGA,,26.42164651,1.68515232
193,2848,G026.4488+01.7425B,HII region,33:21.0,-04:58:00.7,8.092,12.141,11.53,43.2,13.2,13.3,11.9,42.3,5.9,nz,2.3,-999,6.70E+03,MIPS/IGA,,26.44818125,1.743384876
194,2963,G026.4958+00.7105,YSO?,37:07.3,-05:23:58.2,1.022,1.466,1.91,7.41,-999,-999,-999,47.5,5.7,f,11.9,-999,2.00E+04,MIPS/IGA,,26.49581893,0.710705042
195,3028,G026.5254-00.2667A,YSO,40:40.3,-05:49:12.9,1.631,1.999,1.86,3.97,14.6,13.2,12.7,107.5,4,f,7.6,-999,1.00E+04,MIPS/IGA,,26.52683918,-0.266959439
196,3028,G026.5254-00.2667B,HII region,40:39.5,-05:49:17.1,1.631,1.999,1.86,3.97,-999,-999,-999,107.5,4,f,7.6,-999,1.10E+03,MIPS/IGA,,26.52437848,-0.264729785
197,2993,G026.5441+00.4148,HII region,38:16.0,-05:29:32.2,8.291,27.714,36.76,99.74,14.4,12.8,11,-999,-999,-999,-999.0,-999,-999,IRAS,,26.54425021,0.414843077
198,3019,G026.5972-00.0241,HII region,39:55.9,-05:38:44.7,1.047,2.463,4.65,11.54,-999,-999,-999,25,6.8,n,1.9,-999,2.40E+03,MIPS/IGA,,26.59776327,-0.023624271
199,3027,G026.6085-00.2122,HII region,40:37.6,-05:43:21.3,1.074,2.413,3.18,13.74,15,13.2,12.3,107.5,4,f,7.6,-999,2.30E+04,MIPS/IGA,,26.60859835,-0.212398936
200,3018,G026.6441+00.0162,HII region,39:52.6,-05:35:05.2,4.128,5.131,4.99,9.23,-999,-999,-999,113,3.9,t,7.6,-999,3.40E+04,MIPS/IGA,,26.64563243,0.016585529
201,3032,G027.1852-00.0812A,YSO,41:13.3,-05:08:57.7,1.345,3.058,5.22,16.77,-999,-999,-999,25,6.8,f,12.8,-999,9.20E+04,MIPS/IGA,,27.18597961,-0.081554851
202,3032,G027.1852-00.0812B,HII region,41:13.3,-05:08:57.7,1.345,3.058,5.22,16.77,-999,-999,-999,25,6.8,f,12.8,-999,9.20E+04,MIPS/IGA,,27.18597961,-0.081554851
203,3024,G027.2220+00.1361,HII region,40:30.8,-05:01:03.8,0.608,1.498,1.27,3.22,-999,-999,-999,112.8,3.9,tp,7.6,-999,1.00E+04,MIPS/IGA,,27.22233369,0.135380455
204,3025,G027.2703+00.1488,HII region,40:33.2,-04:58:08.0,0.868,1.415,1.43,3.84,-999,-999,-999,33.1,6.4,f,12.8,-999,7.90E+04,MIPS/IGA,,27.27038391,0.14873944
205,3026,G027.2804+00.1438,HII region,40:35.4,-04:57:43.9,1.869,4.911,6.21,20.92,14.3,13.3,12.8,-999,-999,-999,-999.0,-999,-999,IRAS,,27.28047912,0.143760298
206,3030,G027.4938+00.1893,Diffuse HII region,40:49.2,-04:45:05.7,3.154,7.793,8.76,15.58,12.6,11.8,11.4,33.1,6.4,f,12.8,-999,1.30E+05,MIPS/IGA,,27.49395001,0.189259206
207,3035,G027.5618+00.0828,HII region,41:19.5,-04:44:23.6,0.956,0.819,1.17,4.41,14.7,12.4,11.3,83.2,4.6,n,5.1,-999,9.20E+03,MIPS/IGA,,27.56192144,0.082787676
208,3044,G027.7571+00.0500,YSO,41:48.0,-04:34:52.9,2.568,3.587,6.41,10.69,16.7,13,9.3,100.7,4.2,n,6.2,-999,1.30E+04,MIPS/IGA,,27.75698083,0.050200583
209,3056,G027.7954-00.2772,YSO,43:02.3,-04:41:48.8,1.917,2.775,3.29,5.68,16.6,14,10.7,44.1,5.9,n,3.1,-999,2.10E+03,MIPS/IGA,,27.79530064,-0.276932802
210,2687,G027.8640+05.5660,YSO??,22:22.3,-01:56:58.2,2.932,3.781,4.65,7.32,13.6,10.7,8.6,8.5,7.9,nz,0.6,-999,24,IRAS,,27.86418201,5.565933472
211,3040,G027.9334+00.2056,HII region,41:34.3,-04:21:06.5,0.938,1.14,1.68,6.49,-999,-999,-999,42,6,n,3.0,-999,5.30E+03,MIPS/IGA,,27.93513567,0.205688968
212,3054,G028.2007-00.0494,HII region,42:58.1,-04:13:57.9,6.085,24.503,46.12,85.58,16.3,15.5,12.2,98.1,4.3,n,6.2,-999,2.00E+05,MIPS/IGA,,28.20024094,-0.049456298
213,3051,G028.2325+00.0394,YSO,42:42.5,-04:09:45.9,1.825,2.882,4.61,4.53,17.4,16.7,12,107.5,4.1,t,6.2,-999,3.30E+03,MIPS/IGA,,28.23283871,0.040238388
214,3052,G028.2461+00.0134,HII region,42:49.6,-04:09:50.5,4.44,5.225,5.39,16.63,-999,-999,-999,107.5,4.1,t,6.2,-999,5.00E+04,MIPS/IGA,,28.24519285,0.01341361
215,3076,G028.2875-00.3639,HII region,44:15.1,-04:17:55.2,33.666,71.735,117.07,600.89,12.6,9.7,7.3,45.8,5.9,n,3.1,-999,1.90E+05,MSX,,28.28778208,-0.364087861
216,3077,G028.3046-00.3871A,YSO,44:22.0,-04:17:39.5,4.516,16.313,24.12,72.72,14.2,13.6,11,84.9,4.6,f,9.8,-999,3.70E+04,MIPS/IGA,,28.30470074,-0.387488338
217,3077,G028.3046-00.3871B,Diffuse HII region,44:21.8,-04:17:39.2,4.516,16.313,24.12,72.72,-999,-999,-999,84.9,4.6,f,9.8,-999,1.70E+05,MIPS/IGA,,28.30443325,-0.386784958
218,3046,G028.3271+00.1617,Young/old star?,42:26.9,-04:01:28.3,0.348,0.648,1.4,2.89,-999,-999,-999,78.6,4.8,n,5.0,-999,9.50E+03,MIPS/IGA,,28.32605916,0.161213638
219,3049,G028.3373+00.1189,YSO?,42:37.1,-04:02:02.1,0.372,2.396,5.36,30.23,17.3,15.4,12.8,78.6,4.8,n,5.0,-999,1.30E+04,MIPS/IGA,,28.33715317,0.119106689
220,2817,G028.5483+03.7649,YSO?,30:01.7,-02:10:26.7,3.637,5.507,7,8.05,17,15.1,11.5,5.1,8.2,nz,0.4,-999,-999,IRAS,,28.54844464,3.764820475
221,2800,G028.5532+03.9958,YSO?,29:13.0,-02:03:48.9,0.884,1.913,2.32,3.84,18.3,14.3,11.2,5.8,8.2,nz,0.4,-999,153,MIPS/IGA,,28.5532928,3.995773955
222,3067,G028.6096+00.0170,HII region,43:28.5,-03:50:19.3,2.889,7.355,9.83,29.67,17.5,13.9,11.7,101.5,4.3,n,6.2,-999,9.80E+04,MIPS/IGA,,28.6084378,0.018360007
223,2816,G028.6477+03.8174,YSO?,30:01.4,-02:03:42.8,0.765,1.389,1.76,2.76,18.3,14.7,11.2,7.5,8,nz,0.4,,11,IRAS,,28.64779862,3.817362903
224,3060,G028.6874+00.1772,HII region,43:03.3,-03:41:46.0,2.933,4.231,3.25,9.83,-999,-999,-999,87.1,4.6,n,5.0,-999,1.00E+04,MIPS/IGA,,28.68728883,0.176868103
225,3048,G028.8170+00.3663,HII region,42:37.1,-03:29:40.4,0.155,1.72,0.29,2.9,-999,-999,-999,87.9,4.6,f,9.5,-999,2.20E+04,MIPS/IGA,,28.81673697,0.36591491
226,2968,G028.8615+01.8526,YSO?,37:24.3,-02:46:26.7,2.356,2.665,3.31,5.97,18,15.2,11.3,9.2,7.9,nz,0.7,,20,IRAS,,28.86162858,1.852519404
227,3075,G028.8621+00.0657,YSO,43:46.2,-03:35:29.2,3.284,7.122,15.34,34.01,-999,-999,-999,101.5,4.3,n,6.2,-999,1.00E+05,MIPS/IGA,,28.86208686,0.065705745
228,3091,G029.4375-00.1741,Young/old star?,45:40.6,-03:11:21.2,1.332,1.6,2.33,3.18,-999,-999,-999,86.2,4.7,-999,5.3,-999,2.1e+03/6.8e+03,MIPS/IGA,,29.43717643,-0.173777619
229,3160,G029.5867-00.6598,HII region,47:41.0,-03:16:40.4,0.618,0.852,0.93,4.26,16.2,13.9,12.9,75.6,5,n,4.7,-999,4.30E+03,MIPS/IGA,,29.58683568,-0.659919438
230,3145,G029.5904-00.6144,YSO,47:31.7,-03:15:13.8,0.571,-0.433,0.75,3.32,18.1,17,13.5,75.6,5,n,4.7,-999,4.00E+03,MIPS/IGA,,29.59048363,-0.614296774
231,2978,G029.8129+02.2195,YSO,37:50.6,-01:45:38.8,1.273,1.933,1.49,4.12,15.9,14,14,46.1,6,nz,3.1,,5.20E+03,IRAS,,29.81305076,2.219498321
232,3112,G029.8288-00.1568,HII region,46:20.0,-02:49:58.8,0.534,0.899,1.59,6.93,16.2,14.4,13.5,96.8,4.5,f,7.4,-999,1.60E+04,MIPS/IGA,,29.8288615,-0.156853542
233,3105,G029.8390-00.0980,YSO,46:08.4,-02:47:45.2,0.57,2.301,3.36,5.46,14,14,11.8,100.7,4.4,n,7.4,-999,1.60E+04,MIPS/IGA,,29.83999951,-0.097258029
234,3099,G029.8620-00.0444,YSO,45:59.6,-02:45:06.5,3.953,4.826,6.62,19.01,15.1,12.5,9.8,100.7,4.4,n,7.4,-999,5.70E+04,MIPS/IGA,,29.86233422,-0.044216789
235,3108,G029.9349-00.0531,Diffuse HII region,46:09.4,-02:41:28.3,4.824,20.232,29.19,53.97,-999,-999,-999,100.7,4.4,n,7.4,-999,6.70E+04,MIPS/IGA,,29.93503234,-0.053136844
236,3102,G029.9564-00.0174,HII region,46:04.0,-02:39:20.9,54.315,229.1,396.34,1300,13.8,11,9,100.7,4.4,n,7.4,-999,4.80E+05,MIPS/IGA,,29.95622255,-0.016911905
237,3126,G030.1981-00.1691,YSO,47:03.1,-02:30:36.1,7.798,20.051,29.65,44.01,17,12.6,9.3,104.5,4.3,t,7.4,-999,3.40E+04,MIPS/IGA,,30.19810747,-0.169084706
238,3113,G030.2531+00.0536,HII region,46:21.5,-02:21:35.4,1.627,2.12,2.28,8.3,-999,-999,-999,70.5,5.2,n,4.4,-999,7.70E+03,MIPS/IGA,,30.25273968,0.053512422
239,3117,G030.2971+00.0549A,HII region,46:25.8,-02:19:13.7,1.09,1.804,2.91,9.75,-999,-999,-999,112.6,4.2,tp,7.4,-999,7.80E+03,MIPS/IGA,,30.29597056,0.055474414
240,3117,G030.2971+00.0549B,YSO?,46:25.8,-02:19:13.7,1.09,1.804,2.91,9.75,-999,-999,-999,112.6,4.2,tp,7.4,-999,7.80E+03,MIPS/IGA,,30.29597056,0.055474414
241,3128,G030.3830-00.1099,HII region,47:10.7,-02:19:06.2,7.371,10.862,10.36,35.78,13,11.6,10.8,87.1,4.7,n,5.7,-999,3.60E+04,MIPS/IGA,,30.38318476,-0.110017542
242,3167,G030.3872-00.2670,Young/old star?,47:44.8,-02:23:12.6,0.454,0.647,1.22,4.44,18.1,14.1,11.1,103.7,4.4,t,7.4,-999,7.70E+03,MSX,,30.38695273,-0.267386663
243,3158,G030.4117-00.2277,YSO,47:39.0,-02:20:51.8,2.89,3.68,3.05,11.21,15.4,12.8,10.4,104.5,4.3,t,7.4,-999,4.70E+03,MIPS/IGA,,30.41070368,-0.227983099
244,3123,G030.5345+00.0209,HII region,46:59.3,-02:07:26.0,4.829,13.791,18.93,52.33,16.2,14.8,12.3,47.5,6,f,11.9,-999,2.60E+05,MIPS/IGA,,30.53459859,0.020967139
245,3130,G030.5889-00.0426,HII region,47:18.9,-02:06:16.2,1.294,1.447,3.63,7.96,16.2,15.2,14.2,42.4,6.2,f,11.9,-999,1.80E+05,MIPS/IGA,,30.58901357,-0.042657929
246,3155,G030.5942-00.1273,YSO,47:37.5,-02:08:19.6,2.55,3.927,5.31,14.39,13.2,10.6,8.8,87.1,4.7,n,5.7,-999,6.00E+03,MIPS/IGA,,30.59394081,-0.127398693
247,3151,G030.6877-00.0729,Diffuse HII region,47:36.2,-02:01:49.4,4.39,18.654,28.62,68.6,16.2,14.8,12.3,93.4,4.6,n,5.7,-999,6.70E+04,MIPS/IGA,,30.68784694,-0.072984089
